primary_id,time_period,prod_type,capex,opex,total_usd,production
0,21,solar,0,10.05013931,10.05013931,2.359321636
0,21,waste_incineration,0.96677345,3810.071622,3811.038396,0.428443199
0,21,wind,0,0,0,0
0,22,ammonia_production,0,97.84013993,97.84013993,0
0,22,biogas,0.024011149,0.035979551,0.0599907,0.001442162
0,22,biomass,17.45986065,157.7913465,175.2512071,15.58129443
0,22,coal,665.192553,40.55562544,705.7481784,7.09185107
0,22,coal_ccs,0,0,0,0
0,22,gas,411.9158101,3585.741779,3997.657589,357.2361429
0,22,gas_ccs,0,0,0,0
0,22,geothermal,0,0,0,0
0,22,hydrogen_electrolysis,0,0,0,0
0,22,hydrogen_gasification,0,253.8026248,253.8026248,0
0,22,hydrogen_reformation,0,93.85928407,93.85928407,0
0,22,hydrogen_reformation_ccs,0,26.05184407,26.05184407,0
0,22,hydropower,0,8.183741522,8.183741522,3.77928371
0,22,natural_gas_liquefaction,0,7427.567829,7427.567829,0
0,22,nuclear,850.7159781,217.7637343,1068.479712,67.40361899
0,22,ocean,0,0,0,0
0,22,oil,2.120031679,63.39881603,65.51884771,6.400980566
0,22,solar,0,9.820593812,9.820593812,2.375425959
0,22,waste_incineration,0.990641652,3871.089101,3872.079743,0.435304625
0,22,wind,0,0,0,0
0,23,ammonia_production,0,97.84013993,97.84013993,0
0,23,biogas,0.024602783,0.037434217,0.062037,0.001456521
0,23,biomass,17.97107301,158.4080614,176.3791345,15.69799015
0,23,coal,4.981943355,41.00850904,45.99045239,7.144965315
0,23,coal_ccs,0,0,0,0
0,23,gas,132.5466806,3571.90888,3704.455561,359.9116543
0,23,gas_ccs,0,0,0,0
0,23,geothermal,0,0,0,0
0,23,hydrogen_electrolysis,0,0,0,0
0,23,hydrogen_gasification,0,253.8026248,253.8026248,0
0,23,hydrogen_reformation,0,93.85928407,93.85928407,0
0,23,hydrogen_reformation_ccs,0,26.05184407,26.05184407,0
0,23,hydropower,0,8.043310931,8.043310931,3.807588563
0,23,natural_gas_liquefaction,0,7427.567829,7427.567829,0
0,23,nuclear,896.0910879,219.5241719,1115.61526,67.90843675
0,23,ocean,0,0,0,0
0,23,oil,2.233108985,65.44856544,67.68167443,6.448920553
0,23,solar,14.86860495,9.744977189,24.61358214,2.392195807
0,23,waste_incineration,1.015958272,3933.665929,3934.681887,0.4423414
0,23,wind,0,0,0,0
0,24,ammonia_production,0,97.84013993,97.84013993,0
0,24,biogas,0.025033006,0.039001073,0.064034079,0.001471057
0,24,biomass,18.47810213,159.0906875,177.5687896,15.82078288
0,24,coal,5.242234848,41.48726771,46.72950256,7.200854619
0,24,coal_ccs,0,0,0,0
0,24,gas,136.2490929,3561.248042,3697.497135,362.726953
0,24,gas_ccs,0,0,0,0
0,24,geothermal,0,0,0,0
0,24,hydrogen_electrolysis,0,0,0,0
0,24,hydrogen_gasification,0,253.8026248,253.8026248,0
0,24,hydrogen_reformation,0,93.85928407,93.85928407,0
0,24,hydrogen_reformation_ccs,0,26.05184407,26.05184407,0
0,24,hydropower,0,7.906949718,7.906949718,3.837372259
0,24,natural_gas_liquefaction,0,7427.567829,7427.567829,0
0,24,nuclear,942.9091408,221.371847,1164.280988,68.43962971
0,24,ocean,0,0,0,0
0,24,oil,2.349782185,66.00930341,68.35908559,6.49936526
0,24,solar,18.52667124,9.707668315,28.23433955,2.409658332
0,24,waste_incineration,1.042266575,3997.863187,3998.905454,0.449560392
0,24,wind,0,0,0,0
0,25,ammonia_production,0,97.84013993,97.84013993,0
0,25,biogas,0.025775707,0.040349655,0.066125362,0.001485782
0,25,biomass,417.0586551,159.8402362,576.8988913,15.94983741
0,25,coal,5.509562485,41.99148044,47.50104293,7.259593997
0,25,coal_ccs,0,0,0,0
0,25,gas,144.7140161,3554.300795,3699.014811,365.6858179
0,25,gas_ccs,0,0,0,0
0,25,geothermal,0,0,0,0
0,25,hydrogen_electrolysis,0,0,0,0
0,25,hydrogen_gasification,0,253.8026248,253.8026248,0
0,25,hydrogen_reformation,0,93.85928407,93.85928407,0
0,25,hydrogen_reformation_ccs,0,26.05184407,26.05184407,0
0,25,hydropower,0,7.774594847,7.774594847,3.868674774
0,25,natural_gas_liquefaction,0,7427.567829,7427.567829,0
0,25,nuclear,990.9927693,223.3092179,1214.301987,68.99791084
0,25,ocean,0,0,0,0
0,25,oil,2.469609269,70.6352851,73.10489437,6.552382393
0,25,solar,15.91988282,9.645143692,25.56502651,2.427829448
0,25,waste_incineration,1.069256589,4063.722866,4064.792123,0.456966325
0,25,wind,0,0,0,0
0,26,ammonia_production,0,109.6281086,109.6281086,0
0,26,biogas,0.025864178,0.041198486,0.067062664,0.001500705
